ProductName,Stars,Ratings,Reviews,Current_Price,MRP,Proccessor,Ram,Storage,,,,,,,,,
ASUS Ryzen 5 Dual Core 5th Gen,4.6,9,1,61990,76990,AMD Ryzen 5 Dual Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
acer Nitro 5 Core i5 11th Gen,4.6,11,1,63999,99990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i3 12th Gen,4,9,2,47990,55047,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",,,,,,,,,
acer Aspire 5 Ryzen 7 Octa Core 5700U,5,3,0,59990,79999,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 14 (2022) Core i3 12th Gen,4.2,11,2,49990,62990,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Avita SATUS S111 Celeron Dual Core,3.9,646,89,16990,29990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
HP Core i5 7th Gen,4.3,6,3,60000,113737,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/computer/a/y/b/hp-spectre-notebook-original-imaepbx7ncxbuzwc.jpeg?q=70,,,,,,,
DELL Core i3 11th Gen,4.2,6,0,42500,55350,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Vostro Core i3 11th Gen,4.2,533,59,41290,55347,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron Core i3 11th Gen,4.4,126,33,45990,46156,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 3 Pentium Silver,4,19,3,26490,32990,Intel Pentium Silver Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen,0,0,0,54980,74990,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
MSI Core i5 12th Gen,0,0,0,58490,72990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,0,0,0,65359,83034,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Nokia PureBook X14 Core i5 10th Gen,4.4,1498,314,50490,90000,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Ryzen 3 Dual Core 3250U,4.3,3850,399,37990,46052,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix INBook X2 Plus Core i3 11th Gen,4.1,146,32,40990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Dual Core 3020e,4.1,113,15,27990,38390,AMD Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Swift 3 Ryzen 5 Hexa Core 5500U,4.5,29,6,62500,89999,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,3.9,50,1,40200,49999,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Core i5 11th Gen,0,0,0,58226,89990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Intel Core i5 12th Gen,4,109,13,63990,75799,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Core i5 10th Gen,0,0,0,69088,80990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
DELL Core i3 12th Gen,4.7,3,0,50090,64133,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 5 Quad Core 3450U,4,318,28,44990,56573,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Chromebook Celeron Dual Core,4.1,208,29,25990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,,,,,,,,,
HP HP 250 G7 Core i5 10th Gen,0,0,0,54890,76800,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB HDD|512 GB SSD,,,,,,,,,
ASUS ExpertBook P1 Core i5 10th Gen,0,0,0,61249,68990,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Ryzen 5 Quad Core,4.6,5,1,52990,66560,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo Intel Core i5 11th Gen,4.4,373,39,68990,79890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
ASUS ExpertBook P2 Core i5 10th Gen,0,0,0,69290,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP 14s Ryzen 5 Hexa Core 5500U,4.4,789,68,52490,56162,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 5 Quad Core 3450U,4,122,12,49890,63973,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS ExpertBook P1 Core i5 10th Gen,3.9,10,0,62490,70990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Vostro Core i5 12th Gen,0,0,0,69160,89694,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
SAMSUNG Core i5 12th Gen,4.5,13,2,59990,67990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,4.2,13,1,50990,66990,Get unparalleled power and reliability with the new Intel 12th Gen CPU,15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified,Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
DELL Inspiron 3000 Core i3 11th Gen,3.9,84,9,38170,58229,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Nokia PureBook S14 Core i5 11th Gen,4,815,193,40990,82990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.5,298,28,59990,79999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix X1 Slim Series Core i5 10th Gen,4.2,396,67,49990,64999,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
ASUS VivoBook 14 (2022) Core i5 12th Gen,4.3,12,1,62990,82990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Ryzen 3 Hexa Core 4th Gen,0,0,0,60990,68360,AMD Ryzen 3 Hexa Core Processor (4th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Ryzen 5 Quad Core,4.6,5,1,52990,66560,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
SAMSUNG Core i5 12th Gen,4.5,13,2,59990,67990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
DELL Vostro Ryzen 5 Quad Core 3500U,4.4,15,2,49690,61740,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Mi Notebook Horizon Edition 14 Core i7 10th Gen,4.2,567,59,59990,65999,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Core i3 11th Gen,4.3,164,14,38990,51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,0,0,0,68490,84173,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
MSI GL Core i7 7th Gen,3.5,6,1,59990,79257,Full HD LED Backlit Anti-glare Wideview Display for Better Visual Experience,NVIDIA Geforce GTX 1050 for Desktop Level Performance,8 GB DDR4 RAM,,,,,,,,,
Infinix INBook X2 Plus Core i7 11th Gen,4.5,22,5,57990,79990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.1,44,10,58900,93690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS (2022) Celeron Dual Core,4.2,59,7,29990,36990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
ASUS (2022) Celeron Dual Core,4.1,191,18,24990,30990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
DELL Inspiron Core i3 10th Gen,4.1,238,27,42990,48900,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Vostro Core i3 11th Gen,3.9,299,25,42390,44780,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,4,68,7,57690,73856,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen,4.4,670,64,55990,80990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,222,28,44990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 5 Core i5 12th Gen,0,0,0,57990,73999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 3 Ryzen 3 Dual Core 3250U,4.1,262,31,35990,44999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.3,118,10,69990,89489,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.5,1763,254,62490,63104,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS TUF Gaming F15 Core i5 10th Gen,4.4,147,14,59990,84990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,,,,,,,,,
ASUS Core i5 11th Gen,0,0,0,45990,65990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Swift 5 Core i5 8th Gen,4.2,6,3,69351,87999,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Lenovo Core i3 10th Gen,5,4,0,38980,56800,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Aspire 5 Core i5 11th Gen,4.5,83,7,60990,69999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
DELL Ryzen 5 Hexa Core,0,0,0,67490,84879,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Core i5 11th Gen,3.5,6,1,62490,75325,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
DELL Inspiron Core i3 10th Gen,4.2,44,3,46400,56200,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
HP Pavilion Intel Core i3 11th Gen,4.3,7,1,54490,65628,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 3 Core i3 11th Gen,4.2,125,19,39244,50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS VivoBook 15 (2022) Core i3 11th Gen,4.3,885,105,39990,54990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
ASUS Pentium Quad Core,3.7,3184,409,25990,30990,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Infinix X1 Slim Series Core i5 10th Gen,4.2,697,100,44990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.5,908,122,60490,85290,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo Core i3 11th Gen,4.3,222,29,37490,49096,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron Pentium Quad Core,4.2,123,18,35500,43000,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Core i3 10th Gen,5,1,1,37890,48900,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Vivobook Gaming Core i7 10th Gen,4.3,76,7,65990,88990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,0,0,0,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,,,,,,,,,
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,63990,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,4.3,1650,226,26990,42990,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
MSI GF63 Thin Core i5 11th Gen,4.4,2501,314,59990,83990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Ryzen 3 Dual Core 3250U,4,300,41,29990,43999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Pavilion Core i5 11th Gen,0,0,0,64990,87717,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
ASUS Vivobook 11 Celeron Dual Core,0,0,0,24990,28990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display,,,,,,,,,
MSI Modern 14 Core i5 10th Gen,4.4,1122,131,43990,61990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS VivoBook Flip 14 Core i5 11th Gen,4.5,65,5,69990,82990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Ryzen 3 Quad Core 5th Gen,0,0,0,40490,47870,AMD Ryzen 3 Quad Core Processor (5th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP HP Pavilion Ryzen 5 Hexa Core AMD R5,4.4,2501,239,66990,76020,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 5 Core i5 11th Gen,4,564,61,47130,54999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,,,,,,,,,
acer Nitro 5 Ryzen 5 Hexa Core 5600H,4.3,214,25,68990,99999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|512 GB SSD,,,,,,,,,
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.2,38,5,69990,88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,59999,75828,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5500U,4.2,123,16,64490,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Insprion 3511 Core i3 11th Gen,3.5,26,4,41990,52800,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,63331,76473,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U 3rd Gen,0,0,0,28790,40528,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 5 Pro Core i5 11th Gen,4.1,22,5,69000,113290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix X1 Slim Series Core i3 10th Gen,4.3,4244,565,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD,,,,,,,,,
HP Pavilion x360 Core i3 12th Gen,0,0,0,59990,65628,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix X1 Slim Series Core i7 10th Gen,3.7,111,27,54990,69999,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,51990,64981,Processor: Ryzen R5-5625U (Base- 2.30 GHz & Turbo up to 4.30 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,"15.6"" FHD WVA AG Narrow Border 120Hz 250 nits",,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS VivoBook Flip 14 Core i5 11th Gen,4.5,65,5,69990,82990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,63331,76473,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP 15s Core i3 10th Gen,4.1,1143,118,40250,43090,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Lenovo Intel Core i5 11th Gen,4.3,3,0,68990,99290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Athlon Dual Core 3050U,4,8,2,18990,29999,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Celeron Dual Core,3.5,42,5,25999,36965,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron 3511 Core i3 11th Gen,0,0,0,46890,60371,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Infinix X1 Slim Series Core i3 10th Gen,4.3,4244,565,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD,,,,,,,,,
HP 15s Intel Core i5 11th Gen,4.3,941,80,54450,70171,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Insprion Core i7 7th Gen,4,371,67,61658,69999,Microsoft Office Home & Student 2016,Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System,,,,,,,,,
HP Pavilion Intel Core i5 11th Gen,3.8,21,4,69490,85837,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,0,0,0,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,,,,,,,,,
ASUS Ryzen 5 Hexa Core,0,0,0,69092,75500,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
DELL Core i3 12th Gen,0,0,0,64490,81586,Intel Core i3 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,,,,,,,,,
Infinix INBook X2 Plus Core i5 11th Gen,4.3,36,9,47990,54990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
DELL Core i5 11th Gen,0,0,0,68866,88400,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5625U,4.1,65,6,63490,73532,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5500U,4.2,123,16,64490,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 11 Celeron Dual Core,0,0,0,24990,28990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display,,,,,,,,,
acer Aspire 3 Ryzen 3 Dual Core R33250U,3.6,134,20,34630,49999,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Vaio SE Series Core i5 8th Gen,3.8,84,13,62890,84690,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
