ProductName,Stars,Ratings,Reviews,Current_Price,MRP,Proccessor,Ram,Storage,,,,,,,,,
DELL Core i5 11th Gen,0,0,0,60790,81227,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U,4.4,76,14,71000,0,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 3 Pentium Quad Core,0,0,0,37990,0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Core i3 11th Gen,0,0,0,42990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
HP 430 G8 Core i5 11th Gen,0,0,0,68841,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP 15,4.5,1243,158,58500,70172,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Laptop Core i3 11th Gen,0,0,0,43650,51449,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Vivobook 15 Core i3 11th Gen,3.7,10,5,36500,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Core i3 11th Gen,3.7,128,16,37990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Ryzen 3 Dual Core 3250U,3.7,35,3,29997,43628,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Chromebook Celeron Dual Core,3.5,65,5,24490,27000,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display,,,,,,,,,
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,190,20,60490,83890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,568,73,56960,67931,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,61088,79292,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Chromebook Flip Touch Celeron Dual Core,4,899,126,24990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,,,,,,,,,
HP Core i3 11th Gen,3.8,111,14,42490,52890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
acer Aspire 5 Core i5 8th Gen,4,121,27,59990,62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo B50,3.8,78,17,52490,0,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,1 TB HDD,,,,,,,,,
DELL Inspiron 3501 Core i3 10th Gen,4.3,4,0,41890,55534,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Vivobook 15 Core i5 12th Gen,0,0,0,58990,70990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Laptop Ryzen 3 Quad Core 5300U,0,0,0,39990,48419,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,61088,79292,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Vostro 3000 Core i5 8th Gen,4,1371,177,45126,45174,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo B50,3.8,78,17,52490,0,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,1 TB HDD,,,,,,,,,
HP Pavilion Intel Core i3 11th Gen,4.2,44,10,58888,69276,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Lenovo IdeaPad Core i3 11th Gen,3.7,128,16,37990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP 15s Ryzen 3 Quad Core 5300U,4.3,273,42,40499,52900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,3.6,152,22,28490,40490,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,,,,,,,,,
acer Aspire 3 Core i3 11th Gen,4.2,42,0,42490,49999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP 14s Ryzen 5 Quad Core 3500U 3rd Gen,4.5,2142,323,49290,53238,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
HP 15q Ryzen 5 Quad Core 2500U,4,439,100,24990,46412,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
acer Chromebook Celeron Dual Core,3.5,65,5,24490,27000,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display,,,,,,,,,
ASUS Core i3 11th Gen,0,0,0,42990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
acer Aspire 5 Core i5 8th Gen,4,121,27,59990,62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,190,20,60490,83890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Vaio SE Series Core i5 8th Gen,3.8,84,13,62890,84690,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS TUF Gaming F15 Core i5 10th Gen,4.3,495,46,61986,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,209,30,54360,70419,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i5 5th Gen,1.6,23,4,68990,69500,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/j5723680/computer/c/n/f/dell-inspiron-notebook-original-imaevxzffrrwacbw.jpeg?q=70,,,,,,,
Lenovo Ideapad 520 Core i5 8th Gen,3.3,4,0,64821,79090,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,2 TB HDD,,,,,,,,,
Lenovo Ideapad 330s Core i5 8th Gen,4,21,5,56990,62594,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Laptop Ryzen 3 Quad Core 5300U,0,0,0,40960,50565,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Infinix ZERO BOOK Series Laptop Intel Core i7 12th Gen,0,0,0,64990,99990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,,,,,,,,,
MSI GF63 Thin Core i7 10th Gen,4.3,1167,120,63990,83990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,0,0,0,86500,92990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Aspire 7 Core i5 9th Gen,4.4,2952,364,57090,84999,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.2,115,16,57990,78290,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
Lenovo IdeaPad 3 Core i3 11th Gen,0,0,0,47500,51000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Vostro Core i5 11th Gen,3.9,89,9,59990,68859,Processor: 11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz),, 2666MHz | 512GB M.2 PCIe NVMe Solid State Drive,Graphics: Dedicated NVIDIA MX330 2GB GDDR5,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,,,,,,
Avita Liber Core i5 10th Gen,4.2,1350,213,38490,52990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Ryzen 3 Dual Core,4.7,3,0,36600,42150,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB HDD,,,,,,,,,
HP Envy Core i5 8th Gen,4.5,674,137,69990,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/jed4sy80/computer/9/v/z/hp-na-thin-and-light-laptop-original-imaf32khrhydcvdu.jpeg?q=70,,,,,,,
SAMSUNG Core i5 12th Gen,3.8,5,2,63990,70990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Primebook 4G Enabled Android Based MediaTek Kompanio 500,0,0,0,24990,0,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,,,,,,,,,
HP Core i3 11th Gen,4,4,0,43500,51812,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron 3510 Pentium Quad Core 11th Gen,0,0,0,35500,40000,Intel Pentium Quad Core Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS EeeBook 12 Celeron Dual Core 4th Gen,3.9,197,20,20990,25990,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,29.46 cm (11.6 inch) Display,,,,,,,,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.3,402,49,56990,76890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP 14s Core i3 11th Gen,4.3,442,53,45450,53823,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS VivoBook S14 Core i7 8th Gen,4.4,991,172,67990,98990,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
ASUS EeeBook 12 Celeron Dual Core,4.2,13,0,21990,27990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 Inch) Display,,,,,,,,,
HP Core i5 11th Gen,4.2,279,17,51890,65444,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
MSI GF63 Thin Core i5 10th Gen,4.1,1231,158,54450,72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP 15s Core i3 10th Gen,3.6,132,27,41990,44908,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Ryzen 3 Dual Core,4.7,3,0,36600,42150,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB HDD,,,,,,,,,
acer P2 Series Core i5 10th Gen,4.1,295,55,47990,59500,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
ASUS Core i5 12th Gen,0,0,0,56490,71000,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Ideapad S340 Core i3 10th Gen,4.2,525,88,42490,58490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS ExpertBook P1 Core i3 10th Gen,3.8,189,26,32990,39990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Ultimus S152 Celeron Dual Core,0,0,0,23990,29999,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Chromebook Celeron Dual Core,3.6,385,50,18990,22990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,,,,,,,,,
HP 14s Intel Pentium Quad Core,4,447,51,29890,39288,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
ASUS Pentium Quad Core 10th Gen,0,0,0,39500,69500,Intel Pentium Quad Core Processor (10th Gen),4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
DELL Core i5 11th Gen,0,0,0,67989,88546,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook Core i3 11th Gen,4.5,79,10,34990,44990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
HP Pavilion Intel Core i5 11th Gen,4.1,41,2,66890,86500,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Intel Core i5 11th Gen,4.3,3,0,68989,99290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i3 11th Gen,0,0,0,45990,61202,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Zenbook 13 Intel EVO Core i5 11th Gen,4.4,70,9,65900,90000,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 15 Core i5 10th Gen,4.2,110,5,50000,59999,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Victus Ryzen 5 Hexa Core 5600H,4,9,2,68400,76021,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.5,122,8,67990,88999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP 15s Ryzen 3 Dual Core 3250U,4.3,4437,513,44990,48248,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U,4.4,257,33,65900,89990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Travelmate Core i5 11th Gen,4.4,34,1,61990,85000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
ASUS Ryzen 5 Quad Core 3500U,4.2,57,8,45490,56990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Core i3 11th Gen,0,0,0,34499,52150,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP 14s Intel Core i5 11th Gen,4.2,18,1,61999,81000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Athlon Dual Core 3050U,0,0,0,18990,36000,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
DELL Inspiron Core i3 11th Gen,4.3,419,37,46890,58567,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
HP 14s Intel Core i3 11th Gen,4.3,646,65,47199,53000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.2,76,10,55990,76000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo ThinkBook 13s Core i5 11th Gen,4,91,9,67990,121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD,,,,,,,,,
DELL Core i5 11th Gen,4.2,166,14,69990,95990,Processor: i5-11260H (Base: 2.60 GHz up to 4.40 GHz) 12MB Cache,RAM & Storage: 16GB DDR4 (2 DIMM Slots) 512GB SSD,"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron Core i3 11th Gen,4.3,1889,200,41490,58225,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores,RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD,"Display: 15.6"" FHD WVA AG Narrow Border",,,,,,,,,
DELL Ryzen 3 Quad Core 5425U,4.4,87,15,35290,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021,,,,,,,,,
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,5,9,1,67500,85990,Get unparalleled power and reliability with the new Intel 12th Gen CPU,15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified,Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
Lenovo Ideapad Slim 5i Core i5 11th Gen,4.1,115,12,65999,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo IdeaPad Gaming Core i7 10th Gen,4.5,112,6,75989,102090,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 14 Core i3 10th Gen,3.9,129,13,31990,40990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Pavilion Core i5 7th Gen,4,205,72,61290,0,Full HD LED Backlit IPS UWVA Display,Preloaded Microsoft Office Home and Student 2016,NVIDIA GeForce 940MX Graphics,,,,,,,,,
Lenovo Intel Core i3 11th Gen,4.2,179,17,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Athlon Dual Core 3050U,0,0,0,18990,29999,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,,,,,,,,,
HP Core i3 11th Gen,4,5,0,41999,45743,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
acer Gaming Core i5 11th Gen,0,0,0,62990,99999,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.3,76,3,57990,83014,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Vostro Core i3 10th Gen,4.2,70,7,43490,60541,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook S 14 Flip Ryzen 5 Hexa Core R5,0,0,0,69000,79000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i3 11th Gen,0,0,0,43990,61408,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),,,,,,,,,
HP Core i3 11th Gen,4.2,564,60,40580,48476,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 3 Dual Core 3250U,4,5,1,38990,55133,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,,,,,,,,,
ASUS Vivobook 14 Core i3 11th Gen,4.3,25,3,37000,49999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
DELL Inspiron Ryzen 5 Dual Core 3450U,4.3,51,8,39990,62422,Processor: AMD Ryzen 5-3450U (2.10 GHz up to 3.50 GHz),RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 512GB SSD,"Display: 15.6"" FHD WVA AG Narrow Border",,,,,,,,,
ASUS Vivobook 14 Pentium Quad Core,4.4,21,3,33900,39990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,,,,,,,,,
Lenovo Core i3 11th Gen,0,0,0,44490,59999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Ryzen 7 Dual Core 11th Gen,0,0,0,68600,89900,AMD Ryzen 7 Dual Core Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Core i5 11th Gen,0,0,0,59340,89902,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
ASUS Vivobook 15 Core i5 12th Gen,3.9,8,1,66900,73600,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,,,,,,,,,
HP Core i3 11th Gen,4.3,1294,110,40890,49599,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
DELL Inspiron Core i5 11th Gen,4.4,57,10,65999,79999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,,,,,,,,,
HP intel Celeron Dual Core,3.7,3,1,26490,31531,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,,,,,,,,,
HP 247 G8 Ryzen 3 Quad Core,3.8,241,32,30399,39999,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,,,,,,,,,
AXL Celeron Dual Core,0,0,0,18990,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,128 GB SSD,,,,,,,,,
